,index,tweet_id,health_word,rating,rating_category,text
54,54,9.05466756428333e+17,alzheimer,1,generic_health,"Comfort Clothing for someone with Alzheimer's, Dementia or other Memory Loss - Alzheimers Support https://t.co/v2vuY4kxlL https://t.co/dvNc7fzDxP"
55,55,9.03009978260353e+17,alzheimer,1,generic_health,We are conducting Alzheimer’s research studies at several locations. Contact us at 1-888-777-8839. https://t.co/Kw97AXEftQ https://t.co/Fwd4GeAdOa
56,56,9.026911614242693e+17,alzheimer,1,generic_health,California's communities of color are @&gt;risk of Alzheimer's #endalz https://t.co/ZRcpHX86g5
57,57,9.055094824988099e+17,alzheimer,1,generic_health,Tonight at the DC Center.  Know the 10 Signs of Alzheimer's - Please join us!... https://t.co/YWkm6GzuIU
58,58,9.026733207300915e+17,alzheimer,1,generic_health,Is This The Beginning of Alzheimer's Disease or... What City is this anyway? https://t.co/EOCfQafin6
59,59,9.026649203613123e+17,alzheimer,1,generic_health,Their genes put them at high risk of Alzheimer’s. So they’re experimenting — on themselves https://t.co/MxsF1VFIHN via @statnews
60,60,9.026821591897211e+17,alzheimer,1,generic_health,The Drink That Cuts Alzheimer’s Risk Up To 86% https://t.co/NzCKObUu9q via @PsyBlog
61,61,8.116630033934131e+17,alzheimer,1,generic_health,Can #Paleo help prevent or treat #Alzheimer's? https://t.co/xzLMaQxdyV  https://t.co/UpPmTnY5ZF
62,62,8.131768862516511e+17,alzheimer,1,generic_health,My heart goes out to people with dementia/alzheimer's and their families that struggle along with them
63,63,9.026735784195604e+17,alzheimer,1,generic_health,Exercise is key to staving off Alzheimer's: When Moll Anderson… https://t.co/EEKK6uZaw6 https://t.co/PvYEP4NoYR https://t.co/PvYEP4NoYR
64,64,9.026801205440676e+17,alzheimer,1,generic_health,Fund for Alzheimer’s Research Established at UT https://t.co/Vq8rjnaBor https://t.co/ZT0riYEutp
65,65,8.131981297722655e+17,alzheimer,1,generic_health,First Human Trial for New Alzheimer’s Vaccine Finds the “Achilles’ Heel” of Alzheimer’s https://t.co/OI87wImwZs
66,66,9.02650048445653e+17,alzheimer,1,generic_health,Aging Vision and Alzheimer's https://t.co/GDBwKxRyQB
67,67,8.116660085617541e+17,alzheimer,1,generic_health,"Using herpes drugs to slow down Alzheimer's 
@AlzNorCalNorNev @alzIllinois @AlzDemWeekly @alzheimerssoc https://t.co/6iIQakHMis"
68,68,8.11742144260141e+17,alzheimer,1,generic_health,Will We Soon Treat Alzheimer's With THC... And Light? https://t.co/aKjc3wuLgp via @@herbworthy
69,69,9.026848181184676e+17,alzheimer,1,generic_health,Coloring activities for adults with #Alzheimer's and #Dementia https://t.co/Q9OjVuoF9E #elderlyhealth https://t.co/s5SlNw2NwO
70,70,8.117105624678564e+17,alzheimer,1,generic_health,Efficacy of video-music therapy on quality of life improvement in patients w/Alzheimer's disease: a pre-post study.  https://t.co/hVMyMjtqNm
71,71,8.117393330405007e+17,alzheimer,1,generic_health,Painting a picture of Alzheimer's disease https://t.co/eC7JWO1Yz2
72,72,8.117289339598971e+17,alzheimer,1,generic_health,Help defeat dementia with Alzheimer's Research UK https://t.co/64QSenGG47 via @telegraph
73,73,9.026874500063396e+17,alzheimer,1,generic_health,Popular Heartburn Drugs Don't Raise Risk of Alzheimer's: Study https://t.co/QFl0Dd8m4j #health
74,74,9.030052794822533e+17,alzheimer,2,personal_health,Actually breaks my heart that Rita off coronation street is getting Alzheimer's💔 and it isn't even real😢
75,75,8.116796491933983e+17,alzheimer,1,generic_health,Hear more of these new PSA's about Alzheimer's and dementia on Salem Radio Stations!… https://t.co/iOKxVsYvXI
76,76,9.026712768457933e+17,alzheimer,1,generic_health,Early Onset Alzheimer Behavior - How will I know?  https://t.co/wzwLQznJRS https://t.co/4mTHt5KKdl
77,77,8.11673000839934e+17,alzheimer,1,generic_health,Click To Support Alzheimer's Research @ The Alzheimer's Site https://t.co/7IXkd5SneW via @po_st #alzheimers #elders #dementia
78,78,8.116625583651758e+17,alzheimer,1,generic_health,"Drinking 3 cups of coffee a day can help prevent Alzheimer's, Parkinson's
https://t.co/WGpd8Yg5mT"
79,79,8.117712334361395e+17,alzheimer,1,generic_health,Alzheimer's is the worst disease on the planet
80,80,8.116731798737428e+17,alzheimer,2,personal_health,"Cop kills unarmed 73 yo Alzheimer's victim.
Hes' not #black so no one cares.  #DisabledLivesMatter .
https://t.co/lfZ3GHlBrh"
81,81,9.055321616499794e+17,alzheimer,1,generic_health,"Memory-Loss Stops The ""Internal Clock"" for those with Alzheimer's Dementia as they lose ""sense of time"" https://t.co/VlH46PCz2k"
82,82,9.026609058083922e+17,alzheimer,1,generic_health,"Individuals with Alzheimer's can become isolated, but we should continue to acknowledge their humanity. https://t.co/DkArhGuIzQ #Dementia"
83,83,9.026733535463137e+17,alzheimer,2,personal_health,Found out my granny got Alzheimer's disease 😞 keep her in y'all prayers for me
84,84,8.116613440554557e+17,alzheimer,1,generic_health,"2017 Georgia Alzheimer's Awareness Day at the Capitol: Friday, February 3, 2017 https://t.co/y2rLzNOPdo"
85,85,9.030135336920678e+17,alzheimer,1,generic_health,Can the person with late-stage Alzheimer's Dementia Feel Pain? - Alzheimers Support https://t.co/H84zc3dO0H
86,86,8.132242291308667e+17,alzheimer,1,generic_health,Flickering Light Treatment Holds Promise for Alzheimer's | Sci-Tech ... #alzheimer https://t.co/G3p64u5muk
87,87,8.116774935894794e+17,alzheimer,2,personal_health,Probably Alzheimer's which would account for why his children have in essence taken over and sit in on meetings. (Speaking from experience.) https://t.co/39huA4Xpo6
88,88,8.132359319940833e+17,alzheimer,2,personal_health,"A cool thing about my dad’s Alzheimer’s was having to re-explain the news to him—e.g. “Wait, why are we at war in Iraq?” in 2007"
89,89,9.026846990464123e+17,alzheimer,1,generic_health,Unraveling Alzheimer's: New study documents how brain cells go bad https://t.co/rNSkngbDkv
90,90,9.026672212474143e+17,alzheimer,1,generic_health,"#Coaching #Cuidadores #Alzheimer https://t.co/Qj6gBNfRYZ - top stories by @carthagebuckley, @moretime4u2"
91,91,8.132029566109286e+17,alzheimer,1,generic_health,Cold Weather Precautions for Elderly with Alzheimer’s - Alzheimers Support https://t.co/MKTBhFFJ6s https://t.co/k7WJ5nVISa
92,92,8.116898104276091e+17,alzheimer,1,generic_health,Sleeping Kitty The Perfect Gift for Alzheimer's - Alzheimers Support  https://t.co/op2EmHEDFz
93,93,9.05448379056042e+17,alzheimer,1,generic_health,Association between chronic periodontitis and the risk of Alzheimer’s disease: a… https://t.co/3b50RpXFXB
94,94,8.11721662668374e+17,alzheimer,1,generic_health,"And that's that you guys. If you know someone with Dementia, Alzheimer's or developing Alzheimer's cut them some slack, K?"
95,95,8.117350735905628e+17,alzheimer,1,generic_health,A sensitive new video about Early Onset Alzheimer's - Alzheimers Support https://t.co/gSRYK9bsPa https://t.co/ehQSuA5ZVp
96,96,9.05493163212755e+17,alzheimer,1,generic_health,Which genetic marker is the ring leader in the onset of Alzheimer's disease? https://t.co/QjBcf8MEZB https://t.co/UKzY1Awywf
97,97,8.117392606719508e+17,alzheimer,1,generic_health,Knowing what Alzheimer’s isn’t is just as important as knowing what Alzheimer’s is https://t.co/ecwoHFA74m
98,98,8.116631653564375e+17,alzheimer,1,generic_health,"Refer a friend. Help a charity. For every referred patient, we will donate $10 to Alzheimer's Network @AlzNetOR https://t.co/URgb3gBMPz"
99,99,8.117099812841759e+17,alzheimer,1,generic_health,Alzheimer’s Plaque in Mice Cut in Half With Flashing Lights https://t.co/w9V6b37zy2 https://t.co/MsYqnKDqVT
100,100,8.11712036237439e+17,alzheimer,2,personal_health,This is a man who can't remember what he said last week so he doesn't know his plan. Early stage Alzheimer's https://t.co/ONQIBQNJYO
101,101,8.132386411495383e+17,alzheimer,1,generic_health,The financial and emotional toll of America’s Alzheimer’s problem https://t.co/5b7e7MV0fI via @YahooFinance
102,102,9.026793133838008e+17,alzheimer,1,generic_health,Support Lulu's girls in the Walk to End Alzheimer's. Donate today and help #ENDALZ. https://t.co/L0kyVOvbAV
103,103,8.131753237014815e+17,alzheimer,1,generic_health,"New Study Explores Molecular Roots Of Alzheimer's Disease
https://t.co/5M8D1Zp70T"
104,104,9.054479978693591e+17,alzheimer,1,generic_health,"Every time you think of a memory, your mind changes it - in other words, the purest memories are in the minds of those with Alzheimer's."
105,105,9.054533361990943e+17,alzheimer,1,generic_health,"""For the 3rd year in a row we propose a $2B increase @NIH, including a $414M increase in Alzheimer's related research"" - @RoyBlunt"
106,106,9.054765355781243e+17,alzheimer,1,generic_health,"""#Researchers Unlock the #MolecularOrigins of #Alzheimer's #Disease""
https://t.co/CMm9lCSVED
#LatestHealthCareNews https://t.co/0qasEm0WNL"
107,107,8.116835117993124e+17,alzheimer,1,generic_health,Thinking of caring for a loved one with #Alzheimer at home? Check out some of our tips on our latest #blog https://t.co/2ZfshJxVkO #mobility https://t.co/zzSrVNGfo7
108,108,8.116844925700833e+17,alzheimer,2,personal_health,"@JoyceCarolOates Alzheimer's bc how REACTS to finding out he forgot -
That's what changes w/ Alz: we lose the ""oops!"" feeling/reaction"
109,109,8.11733050421674e+17,alzheimer,1,generic_health,#Cannabis may remove toxic protein associated with Alzheimer's https://t.co/BsFHuwTpwU
110,110,9.030224156258058e+17,alzheimer,2,personal_health,I am Walking to End Alzheimer's 4 my Dad.  Donate 2 Dennis and the Menaces (to Alzheimer's)! &amp; help #ENDALZ: https://t.co/nkIoKmKcAs
111,111,9.030177367788257e+17,alzheimer,1,generic_health,Researchers seek to catch Alzheimer's early by peeking into the eyes https://t.co/SP3dR3C8hv
112,112,8.132434745900073e+17,alzheimer,1,generic_health,Is This The Beginning of #Alzheimer's Disease or... What City is this anyway? -   https://t.co/EOCfQafin6
113,113,9.026852288329318e+17,alzheimer,1,generic_health,The effects of Vitamin D on Alzheimer's disease https://t.co/yIgbb7Fd0z
114,114,9.054463170353725e+17,alzheimer,1,generic_health,How are Peanut Butter and Alzheimer’s Connected? https://t.co/SWOq7nRCLR
115,115,9.030151224355758e+17,alzheimer,1,generic_health,"How a 9 year-old spent his summer vacation, helping seniors, some with Alzheimer's  ......  https://t.co/QuRMJP04sl"
116,116,9.054473256021115e+17,alzheimer,1,generic_health,Are Alzheimer's Activity Puzzles appropriate for the Person with dementia and Advanced Alzheimer's? https://t.co/wvKi9mrP0b https://t.co/tnJwWHymYL
117,117,8.13208598545367e+17,alzheimer,1,generic_health,dementia (Alzheimer's) takes everything away from a person so fast😔 it's heartbreaking to see💙
118,118,9.055308804537385e+17,alzheimer,1,generic_health,Does Coconut Oil Help Alzheimer's? - Alzheimers Support  https://t.co/oys9cWgNZC
119,119,8.132407543866368e+17,alzheimer,0,figurative,"@3lectric5heep he thinks Moslems persecuted n moslem countries 4 practicing Islam, is he gettin Alzheimer? They bring persecution with them!"
120,120,8.116993982791844e+17,alzheimer,1,generic_health,Aluminum and Alzheimer's Rachelle Ledesma Wendy Sta Clara Christy Marfil https://t.co/miLdo7ujPA
121,121,8.116852758186598e+17,alzheimer,1,generic_health,Are you a Push-Over? New study shows naivete about sarcasm may herald early Alzheimer's - Alzheimers Support  https://t.co/yzg3YOmtPA
122,122,9.026904205132636e+17,alzheimer,1,generic_health,#GreatEatsMe #SpeedeNews Alzheimer’s Breakthrough: This Essential Oil Drastically Reduces Agitation in 60% of P... https://t.co/Qjf4jmZxat
123,123,9.054809497726484e+17,alzheimer,1,generic_health,"""Number of Americans living with Alzheimer's is growing fast""
 #WorldAlzMonth #WorldAlzheimersMonth #WAM2017 @alzheimerssoc #AI https://t.co/0w1H11iKhY"
124,124,8.13243002948821e+17,alzheimer,1,generic_health,Is medical marijuana right for asthmatic Alzheimer’s patient?  https://t.co/ceg1JuWalX
125,125,8.116748655268372e+17,alzheimer,1,generic_health,"Brain-training apps might one day help the millions of Americans living with Alzheimer's @CNET @iansherr

https://t.co/InLDwZ2lfF"
126,126,8.116756571973591e+17,alzheimer,1,generic_health,https://t.co/j63MD2MZVU It's day two of the 12 Days of Charitable Giving 2016. Today's charity is Alzheimer's Fund Cure (also known as… https://t.co/1HQjrwg9ji
127,127,9.054683971940188e+17,alzheimer,1,generic_health,11 yr old from SF donates film festival winnings to the Alzheimer's Association in honor of her grandmother. https://t.co/7lQ53FMoIt https://t.co/TWf8BegYda
128,128,8.117248773338317e+17,alzheimer,2,personal_health,My sister did her @WORTRADIO show today re: Alzheimer's Disease. We talked about our mom's… https://t.co/NDFSCIgsbi
129,129,8.117547153398538e+17,alzheimer,1,generic_health,Join #AskAlzGLA now as we talk candidly about the struggles and joys of caregiving. #Alzheimer #dementia
130,130,9.054692619462574e+17,alzheimer,1,generic_health,Sept is World Alzheimer's Month - check out these resources from @alzassociation: https://t.co/YyA3ZKrK7a #worldalzmonth #alzheimers
131,131,8.117223761361715e+17,alzheimer,1,generic_health,"""Stunning"" #Alzheimer breakthroughs never translate easily to usable tests &amp; cures. https://t.co/TOAGlB68Av"
132,132,8.117348597480858e+17,alzheimer,1,generic_health,"Study confirms ""sniff test "" may be useful in diagnosing early Alzheimer's disease Call 0808 808 2235 if you want... https://t.co/LIArJSBIky"
133,133,9.055309694484685e+17,alzheimer,1,generic_health,5 Expert-Approved Lifestyle Habits to Adopt That Protect You from Alzheimer’s Disease https://t.co/XXBsDui2rI https://t.co/pfbV35qhzP
134,134,9.02661990090453e+17,alzheimer,1,generic_health,Best Gifts for those with Alzheimer's Dementia -   https://t.co/qQIjxNlSjy
135,135,8.13178098049024e+17,alzheimer,2,personal_health,"My gma has Alzheimer's too 😔
She's like this with mangos lol https://t.co/0kE2PDJRID"
136,136,8.117086024864932e+17,alzheimer,1,generic_health,Antipsychotic use in Alzheimer's disease increases mortality risk #Geriatrics https://t.co/9wFVeuVpYS
137,137,9.026660218315489e+17,alzheimer,1,generic_health,"""Is there a Trump University campus in Texas?"" ""No, sir..that went away when you lost the lawsuit.."" ""I have Alzheimer's, you know.."""
138,138,8.116705152282993e+17,alzheimer,1,generic_health,'Sniff test' may be useful in diagnosing early Alzheimer's disease - What Doctors Know https://t.co/iuKvyWrJs7
139,139,8.11730248391938e+17,alzheimer,2,personal_health,"@EmmaKennedy Is it possible trump has  Alzheimer's? He contradicts himself at every turn, forgets things he's said, can't sleep. He's 70."
140,140,8.117602970694124e+17,alzheimer,2,personal_health,"Newberry County searching for missing Alzheimer's patient from Little Mountain

Newberry County Deputies are... https://t.co/ZI7wdTc8Vp"
141,141,9.026841042856632e+17,alzheimer,1,generic_health,Can Alzheimer’s Be Reversed? https://t.co/8TaoMtAcbE
142,142,9.02649546513064e+17,alzheimer,1,generic_health,Robots using AI helping in detection of Alzheimer's and depression . #AI #needmoreofthis #AIinhealthcare https://t.co/lciy1QD41i
143,143,9.054780735456215e+17,alzheimer,0,figurative,You are Alzheimer's mascot you master of socialism https://t.co/LnWiiK6hTT
144,144,9.054987752250614e+17,alzheimer,1,generic_health,"2016 Alzheimer's Facts and Figures https://t.co/VfuYj10zGs #alz,#caregiver"
145,145,8.11740791982932e+17,alzheimer,1,generic_health,Alzheimer's Laboratory - 60 Minutes - CBS News https://t.co/2cTmY1nF49
146,146,8.13185987429929e+17,alzheimer,1,generic_health,"""There is this feeling in neurological community that Alzheimer is divorced from everything going on in the rest of your body""
- D Bredesen"
147,147,8.11741870485336e+17,alzheimer,1,generic_health,Understanding the causes of and treatments for #Alzheimer’s disease. What we know @neuraustralia https://t.co/BR5yS3ixnS https://t.co/VEOHlpdhf9
148,148,9.05532210308141e+17,alzheimer,1,generic_health,Every 66 sec. someone develops Alzheimer's. DuPage Memory Café is for those with memory loss &amp; caregivers. Sept. 14 create a fall craft 🍁👩‍🎨 https://t.co/H3hMpbh12z
149,149,8.132274994422784e+17,alzheimer,1,generic_health,Dramatic results of a hopeful #Alzheimer's breakthrough one amongst: 'Top 10 science stories' https://t.co/bySolZtSyS https://t.co/3GZNRsJlR5
150,150,8.131812896878141e+17,alzheimer,1,generic_health,"Understanding Dementia Jan 31, 2017, 7–9 p.m Learn about Alzheimer’s disease and related dementias and more https://t.co/6NiDNMG8e2 https://t.co/FtnW0iCmey"
151,151,8.13207430444286e+17,alzheimer,2,personal_health,My grandpa is suffering from Alzheimer's but he really liked seeing Kipper.
152,152,8.116662647288136e+17,alzheimer,1,generic_health,Using herpes drugs to slow down Alzheimer's @CCP_AlzSoc @AlzCleveland @AlzheimersSTEP https://t.co/6iIQakHMis
153,153,8.132113772424069e+17,alzheimer,1,generic_health,"Alzheimer's-Reversing Oil That is Beating Prescription Drugs (be sure to read Mr. Newport's Alzheimer's Recovery)
https://t.co/347RZwhTH8 https://t.co/NI3aLnI4Lr"
154,154,9.026875620445471e+17,alzheimer,2,personal_health,I'll be walking w/ Bill in the Walk to End Alzheimer's. Help him out w/ a donation if you can for a cause that's very important to him https://t.co/YkRMBXv0nU
155,155,8.117146015702057e+17,alzheimer,1,generic_health,#Dementia warning: Toxic food truths exposed at the Alzheimer https://t.co/FbRnbGD6n5 #alzheimers #fitness #weightloss #health #healthcare
156,156,9.026704907241185e+17,alzheimer,1,generic_health,"Dementia and Alzheimer’s Caregivers — Three Steps to Maintaining Good Health https://t.co/JbktWFkdZN #alz,#caregiver"
157,157,8.117069519188787e+17,alzheimer,2,personal_health,@literateartist @JoyceCarolOates My impression of his doctor is that he could have Alzheimer's - the way his wife spoke for him in interview
158,158,8.131735176551752e+17,alzheimer,1,generic_health,Marijuana Compound Removes Toxic Alzheimer's Protein From the Brain https://t.co/7gjqEbucTC
159,159,8.117690630977249e+17,alzheimer,1,generic_health,"Newly discovered disease could hold key to Alzheimer's, Parkinson's – and even ageing https://t.co/S66DobGyoA"
160,160,9.05457757129769e+17,alzheimer,1,generic_health,Our team is excited to reach it's donation goal for the 2017 Walk to End Alzheimer's!  To donate or join us:  https://t.co/olw2uiQ07E
161,161,9.026634568344248e+17,alzheimer,1,generic_health,Gum disease raises risk of developing Alzheimer’s disease by 70% https://t.co/rCZw0RLBJK
162,162,8.117167719925023e+17,alzheimer,1,generic_health,So first thing Alzheimer's is a type of Dementia. They are not one in the same
163,163,9.026555644460851e+17,alzheimer,2,personal_health,Nobody deserves to suffer from Dementia or Alzheimer's it's the most heartbreaking thing to watch somebody close to you go through😿
164,164,8.117678443797832e+17,alzheimer,1,generic_health,"Eli Lilly, Biogen, and Neurotrope Fight to Find Viable Treatment for Alzheimer’s Disease https://t.co/jZsip0A0YH"
165,165,8.117188070687416e+17,alzheimer,1,generic_health,More Bad News In Our Nation's Fight Against Alzheimer's Disease #alzheimer https://t.co/IqFY85f4F3
166,166,9.026571399567442e+17,alzheimer,1,generic_health,A great book if you know or have known anyone with Alzheimer's Corner of the Mind by Roger R. Sigmon https://t.co/ctJ5kZeiQh via @amazon
